n_estimators,max_depth,min_samples_split,min_samples_leaf,accuracy,f1_score
30,5,10,4,0.9285714285714286,0.918918918918919
30,5,2,4,0.8809523809523809,0.8717948717948718
30,5,5,4,0.8809523809523809,0.8717948717948718
30,3,10,4,0.8809523809523809,0.8571428571428571
30,5,2,1,0.8571428571428571,0.8421052631578947
20,5,5,1,0.8571428571428571,0.8421052631578947
10,5,5,2,0.8571428571428571,0.8333333333333334
10,3,5,2,0.8571428571428571,0.8333333333333334
30,5,2,2,0.8571428571428571,0.8333333333333334
30,5,5,2,0.8571428571428571,0.8333333333333334
10,3,2,2,0.8571428571428571,0.8333333333333334
20,5,10,4,0.8333333333333334,0.8205128205128205
10,5,5,1,0.8333333333333334,0.8205128205128205
10,3,10,1,0.8333333333333334,0.8108108108108109
30,3,2,1,0.8333333333333334,0.8108108108108109
30,5,5,1,0.8333333333333334,0.8108108108108109
20,3,10,2,0.8333333333333334,0.8108108108108109
20,3,10,4,0.8333333333333334,0.8108108108108109
20,3,10,1,0.8333333333333334,0.8108108108108109
30,3,10,1,0.8333333333333334,0.8
10,5,2,1,0.8095238095238095,0.7894736842105263
20,3,5,4,0.8095238095238095,0.7894736842105263
10,3,10,4,0.8095238095238095,0.7894736842105263
20,3,2,4,0.8095238095238095,0.7894736842105263
10,5,10,4,0.8095238095238095,0.7894736842105263
30,3,5,2,0.8095238095238095,0.7894736842105263
10,3,2,1,0.8095238095238095,0.7894736842105263
20,3,5,2,0.8095238095238095,0.7894736842105263
30,3,2,2,0.8095238095238095,0.7894736842105263
20,3,2,1,0.8095238095238095,0.7894736842105263
20,5,2,1,0.8095238095238095,0.7894736842105263
10,3,5,1,0.8095238095238095,0.7894736842105263
20,3,5,1,0.8095238095238095,0.7894736842105263
20,5,5,2,0.8095238095238095,0.7894736842105263
20,3,2,2,0.8095238095238095,0.7894736842105263
30,3,10,2,0.8095238095238095,0.7777777777777778
30,3,5,4,0.8095238095238095,0.7777777777777778
10,3,10,2,0.8095238095238095,0.7777777777777778
30,3,5,1,0.8095238095238095,0.7777777777777778
30,3,2,4,0.8095238095238095,0.7777777777777778
20,5,5,4,0.7857142857142857,0.7692307692307693
20,5,2,4,0.7857142857142857,0.7692307692307693
30,5,10,1,0.8095238095238095,0.7647058823529411
10,3,5,4,0.7857142857142857,0.7567567567567568
10,5,2,2,0.7857142857142857,0.7567567567567568
10,3,2,4,0.7857142857142857,0.7567567567567568
30,5,10,2,0.7857142857142857,0.7428571428571429
20,5,2,2,0.7619047619047619,0.7222222222222222
20,5,10,2,0.7380952380952381,0.717948717948718
10,5,5,4,0.7380952380952381,0.7027027027027027
10,5,10,1,0.7380952380952381,0.7027027027027027
10,5,2,4,0.7380952380952381,0.7027027027027027
10,5,10,2,0.7380952380952381,0.7027027027027027
20,5,10,1,0.7380952380952381,0.7027027027027027
